204,255,255,255,255,255,255,255,255,255,255,255,223,0,0,0,0,0,0,222,255,255,255,255,255,255,255,255,255,255,255,205,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,47,110,0,0,0,0,0,0,0,0,0,0,192,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,192,0,62,63,63,95,0,0,0,0,0,0,0,0,0,192,0,192,0,238,
239,0,0,0,0,0,0,0,0,0,0,192,0,192,62,63,63,95,0,0,0,0,0,0,0,0,192,0,0,0,192,238,
239,0,0,0,0,0,0,0,0,0,192,0,0,0,192,79,79,94,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,9,192,9,0,0,0,0,238,
239,0,0,0,0,0,192,0,192,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,238,
223,0,0,0,0,192,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,222,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,
0,0,192,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192,0,0,
207,192,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,192,206,
239,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,192,0,192,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,192,0,0,0,192,0,0,0,0,0,0,0,192,0,192,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,192,0,0,0,0,0,238,
239,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,192,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,192,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192,0,0,0,0,0,0,0,0,238,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,192,0,0,0,0,0,0,0,238,
220,254,254,254,254,254,254,254,254,254,254,254,207,0,0,0,0,0,0,206,254,254,254,254,254,254,254,254,254,254,254,221
