204,255,255,255,255,255,255,255,255,255,255,255,223,30,30,30,30,30,30,222,255,255,255,255,255,255,255,255,255,255,255,205,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,41,30,30,238,
239,30,30,15,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,41,30,30,30,42,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,15,30,30,30,30,30,30,30,30,30,30,30,58,30,30,30,30,30,30,238,
239,30,30,30,30,192,193,194,30,30,30,30,30,192,193,194,30,30,41,30,192,193,194,30,30,30,30,192,193,194,30,238,
239,30,30,30,30,208,209,210,30,30,30,30,30,208,209,210,42,30,30,30,208,209,210,30,30,30,30,208,209,210,30,238,
239,30,30,30,30,30,30,9,9,30,58,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,42,30,30,30,238,
239,30,30,30,9,9,9,9,9,9,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,9,9,9,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,58,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9,9,9,30,30,30,30,238,
239,30,30,30,30,192,193,194,30,30,30,30,30,192,193,194,30,30,30,30,30,9,9,9,9,9,9,9,30,30,30,238,
223,30,30,30,30,208,209,210,30,30,30,30,30,208,209,210,30,30,30,30,30,30,30,9,30,9,9,30,30,30,30,222,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
207,30,30,30,30,192,193,194,30,30,30,30,30,192,193,194,30,30,30,30,192,193,194,30,30,30,30,192,193,194,30,206,
239,30,30,30,30,208,209,210,30,30,30,30,30,208,209,210,30,30,30,30,208,209,210,30,30,30,30,208,209,210,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,192,193,194,30,30,30,30,30,192,193,194,30,30,30,30,192,193,194,30,30,30,30,192,193,194,30,238,
239,30,30,30,30,208,209,210,30,30,30,30,30,208,209,210,30,30,30,30,208,209,210,30,30,30,30,208,209,210,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
239,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,238,
220,254,254,254,254,254,254,254,254,254,254,254,207,30,30,30,30,30,30,206,254,254,254,254,254,254,254,254,254,254,254,221
